site_id,years,states,commodity,latitude,longitude
M000368,1989;1994;1999;2004,0;0;0;0,U,-10.4561,152.7471
M000369,1999;2004;2009,0;1;1,Au,11.9976,-138.8786
M000370,2009;2014,0;0,Cu,37.128,-150.1935
M000371,2009;2014;2019;2024;2029,0;1;1;2;2,Fe,-48.8686,148.1589
M000372,1978;1983;1988;1993;1998,0;3;3;3;3,Au,1.6093,-130.1591
M000373,1998;2003;2008;2013,0;3;3;3,Au,89.2957,19.091
M000374,1987;1992;1997;2002;2007;2012,0;1;2;2;2;2,Cu,65.7972,-68.0507
M000375,1999;2004;2009,0;0;1,Fe,47.9924,-94.9798
M000376,1972;1977;1982,0;0;0,Fe,3.1162,54.2038
M000377,1991;1996;2001;2006;2011,0;0;1;1;1,Zn,-55.5189,-64.8872
M000378,1987;1992;1997;2002;2007,0;3;3;3;3,Zn,11.8573,-39.5017
M000379,1975;1980;1985;1990;1995;2000,0;3;3;3;3;3,Fe,64.7748,95.8169
M000380,1978;1983;1988;1993,0;0;0;1,Ag,17.7341,-138.3653
M000381,1999;2004;2009;2014;2019;2024,0;1;2;2;2;2,Ag,-82.1457,67.241
M000382,1975;1980,0;0,Au,-78.2437,173.9104
M000383,1995;2000,0;1,Fe,-58.5627,-135.3398
M000384,2006;2011;2016;2021;2026,0;0;1;1;1,Au,2.0443,-115.9787
M000385,2013;2018,0;1,Fe,8.0302,31.0453
M000386,1985;1990;1995;2000,0;0;1;2,Cu,-1.3487,-115.0062
M000387,1989;1994,0;3,Cu,-27.0317,-110.259
M000388,1975;1980,0;1,Au,2.6148,77.1041
M000389,1987;1992;1997;2002,0;0;1;1,Cu,-28.516,96.6563
M000390,1988;1993;1998;2003;2008,0;0;3;3;3,Cu,12.6209,-53.9088
M000391,1992;1997;2002,0;1;1,Fe,-38.5869,-102.1297
M000392,2006;2011;2016;2021;2026;2031,0;1;1;3;3;3,U,-43.2813,-39.4316
M000393,1975;1980;1985;1990;1995;2000,0;0;1;1;1;1,Au,79.8985,131.3665
M000394,1992;1997;2002;2007;2012,0;1;3;3;3,Au,-16.9169,-141.9633
M000395,1992;1997;2002,0;0;3,U,12.737,153.2423
M000396,1991;1996,0;1,Fe,-15.6537,140.6358
M000397,2009;2014;2019;2024;2029;2034,0;0;1;1;1;1,Zn,88.4791,80.9476
M000398,1998;2003,0;0,Cu,6.6574,125.228
M000399,2001;2006,0;0,Au,-27.708,158.0995
M000400,1974;1979;1984;1989;1994;1999,0;0;3;3;3;3,Au,-27.5946,133.5536
M000401,2010;2015;2020,0;1;1,Ag,21.0003,-175.5678
M000402,1999;2004;2009;2014,0;0;0;3,U,50.3406,-104.2873
M000403,1981;1986;1991;1996,0;0;0;0,Cu,15.1643,41.8995
M000404,1970;1975,0;3,Zn,-88.0625,64.0964
M000405,2001;2006;2011;2016;2021,0;1;1;1;1,Au,54.9677,-166.4305
M000406,1972;1977;1982;1987,0;0;1;2,U,-86.1662,-137.7399
M000407,1985;1990;1995;2000;2005;2010,0;1;1;1;2;2,Fe,87.938,-15.3102
M000408,1981;1986;1991,0;0;0,Au,-59.215,-140.1467
M000409,1978;1983;1988,0;1;2,Ag,87.5003,48.3745
M000410,1972;1977;1982;1987,0;0;1;3,Ag,-73.9934,111.2184
M000411,1996;2001,0;0,Cu,-55.5315,25.1922
M000412,1973;1978,0;1,Ag,-55.2351,23.8058
M000413,2003;2008;2013;2018;2023,0;1;1;2;2,Fe,-24.9868,-60.7326
M000414,2005;2010;2015;2020,0;1;2;2,U,33.1219,13.6069
M000415,1974;1979,0;0,Zn,77.4994,124.9836
M000416,2010;2015;2020;2025;2030;2035,0;0;0;1;2;2,U,-86.231,-22.9828
M000417,2010;2015;2020,0;0;3,Fe,43.7746,-30.6846
M000418,1972;1977,0;0,Ag,-21.6389,155.1999
M000419,2003;2008,0;0,U,38.3527,-76.6982
M000420,1970;1975;1980;1985;1990;1995,0;3;3;3;3;3,Au,59.8051,-135.6074
M000421,1972;1977;1982;1987;1992;1997,0;0;0;0;0;0,Cu,52.1106,-7.3774
M000422,1983;1988,0;0,Zn,28.6141,-99.2223
M000423,1987;1992;1997;2002;2007;2012,0;0;0;0;1;2,Au,-62.984,36.8625
M000424,1999;2004;2009;2014;2019,0;1;1;2;2,U,61.0339,134.643
M000425,1986;1991;1996;2001;2006;2011,0;1;1;2;2;2,Au,-78.0968,-162.3698
M000426,1987;1992;1997,0;0;0,Fe,-79.9811,35.5626
M000427,1992;1997;2002;2007;2012;2017,0;0;1;3;3;3,Au,-42.8648,7.4284
M000428,1998;2003;2008;2013;2018;2023,0;0;0;1;1;3,Cu,-68.681,47.7096
M000429,1980;1985;1990;1995;2000,0;0;0;0;0,Cu,-49.8198,142.8364
M000430,1999;2004;2009;2014;2019;2024,0;0;0;0;0;1,Ag,49.0567,91.8207
M000431,2001;2006;2011;2016;2021,0;0;3;3;3,Ag,-44.4372,-61.1258
M000432,1986;1991;1996,0;1;1,Cu,49.3139,-132.2202
M000433,1992;1997;2002;2007;2012,0;0;0;0;3,Au,9.6653,179.6373
M000434,2004;2009;2014;2019;2024,0;1;2;2;2,Fe,-86.8108,88.8206
M000435,2002;2007;2012;2017;2022;2027,0;0;0;0;0;1,Fe,-63.8444,103.7581
M000436,1998;2003;2008;2013,0;1;1;3,Cu,-84.8648,47.5261
M000437,2009;2014;2019,0;0;0,Au,84.6791,-108.1754
M000438,1986;1991;1996,0;0;0,Cu,65.3833,143.6459
M000439,2013;2018;2023;2028,0;0;1;3,Fe,85.4123,-94.338
M000440,1990;1995;2000;2005,0;3;3;3,Au,28.086,131.7349
M000441,1975;1980;1985;1990;1995;2000,0;0;0;1;2;2,U,54.356,61.9848
M000442,1997;2002;2007;2012,0;1;1;1,Ag,-21.6142,168.5724
M000443,1984;1989;1994;1999;2004;2009,0;0;0;0;0;1,Fe,-41.8368,140.0475
M000444,1983;1988;1993;1998,0;1;1;1,Fe,-85.6137,-169.5171
M000445,1977;1982;1987,0;0;1,Au,-7.7584,-87.1979
M000446,1991;1996;2001;2006;2011;2016,0;0;3;3;3;3,Fe,2.3127,74.2825
M000447,1977;1982;1987;1992,0;0;1;1,Cu,-60.6697,27.8991
M000448,2011;2016;2021;2026;2031,0;0;0;0;0,Ag,-40.27,151.9931
M000449,1996;2001;2006;2011;2016;2021,0;0;0;0;0;1,Ag,47.6274,-142.6164
M000450,1975;1980;1985;1990;1995,0;0;0;3;3,Zn,-27.2088,43.6358
M000451,1997;2002;2007;2012,0;0;0;0,Ag,-73.0887,61.7813
M000452,1999;2004;2009,0;3;3,U,-67.0173,-41.4611
M000453,1981;1986,0;1,Zn,76.8535,-63.0953
M000454,2007;2012;2017;2022,0;0;3;3,Zn,34.7151,149.3384
M000455,1997;2002,0;0,Ag,53.8197,-110.8437
M000456,2000;2005;2010;2015;2020,0;0;1;1;1,Zn,-48.3603,123.1135
M000457,2006;2011;2016;2021;2026;2031,0;0;0;0;1;2,Au,-79.8153,148.0472
M000458,1985;1990,0;1,Au,-70.1536,93.901
M000459,1980;1985;1990;1995,0;0;0;0,Au,62.7737,146.7481
M000460,2009;2014;2019,0;0;0,U,53.3904,-28.6637
M000461,1996;2001;2006;2011,0;0;0;1,Fe,-70.521,92.3022
M000462,1976;1981;1986;1991;1996,0;0;0;1;1,Zn,79.6367,-84.253
M000463,1999;2004;2009;2014;2019,0;0;0;0;0,Zn,88.1295,153.9889
M000464,1984;1989;1994;1999,0;0;0;1,Fe,21.986,-79.3416
M000465,1978;1983;1988,0;0;1,Ag,43.5508,9.9825
M000466,1972;1977;1982;1987;1992;1997,0;0;0;0;0;0,Ag,45.4674,27.2426
M000467,1999;2004;2009;2014,0;1;1;1,Au,-65.8197,8.5777
M000468,1986;1991;1996;2001;2006;2011,0;0;0;0;0;3,Cu,30.8968,63.7401
M000469,1992;1997;2002,0;1;2,Fe,19.2971,-63.2263
M000470,2007;2012;2017;2022;2027;2032,0;0;1;2;2;2,Ag,56.6206,-123.5263
M000471,1977;1982;1987;1992,0;1;2;2,Au,22.3263,113.9606
M000472,1985;1990;1995;2000;2005,0;0;0;0;1,Ag,53.0685,98.0213
M000473,1977;1982;1987,0;1;3,U,-58.4497,-27.6327
M000474,1976;1981;1986;1991;1996;2001,0;0;0;0;3;3,Ag,-88.0967,-44.3796
M000475,1970;1975;1980;1985;1990;1995,0;0;0;0;0;0,Ag,-37.2979,128.0085
M000476,1998;2003;2008;2013;2018;2023,0;1;1;2;2;2,U,-13.2223,63.4184
M000477,2009;2014;2019;2024;2029,0;1;1;1;1,Fe,61.0945,100.8533
M000478,1998;2003;2008;2013;2018,0;0;1;2;2,U,-79.9481,155.1613
M000479,1971;1976;1981;1986;1991,0;0;1;1;1,Fe,-56.0198,-81.5019
M000480,1971;1976,0;0,Cu,-45.9245,72.7178
M000481,2004;2009,0;0,Fe,-65.6701,-108.6253
M000482,1988;1993;1998;2003,0;1;1;1,U,0.4845,-91.7922
M000483,1976;1981;1986;1991;1996;2001,0;3;3;3;3;3,Au,5.9579,-14.6562
M000484,1976;1981;1986;1991,0;1;1;1,Cu,-52.7913,-72.9659
M000485,2010;2015;2020;2025,0;0;0;0,Fe,-59.7661,-121.6051
M000486,1971;1976,0;0,U,53.7787,-42.2295
M000487,1978;1983;1988,0;0;1,Ag,-40.5842,-73.1587
M000488,1978;1983;1988;1993;1998,0;0;1;1;1,Au,-68.3166,-34.441
M000489,1975;1980;1985;1990,0;0;0;0,Fe,-28.6467,100.8621
M000490,1975;1980;1985;1990,0;3;3;3,U,-63.4215,-137.6867
M000491,2010;2015;2020;2025;2030,0;1;3;3;3,Au,-33.5214,124.5161
M000492,1972;1977;1982;1987;1992;1997,0;0;0;3;3;3,Cu,72.2887,-0.6894
M000493,1991;1996,0;0,Fe,-84.6843,-84.8289
M000494,2009;2014;2019;2024,0;0;3;3,Au,3.5048,165.2704
M000495,2009;2014;2019;2024;2029;2034,0;0;0;0;0;0,Au,-34.4588,-140.3677
M000496,1974;1979,0;0,Zn,-34.3443,-66.7471
M000497,1971;1976;1981;1986;1991;1996,0;0;1;1;2;2,Ag,-63.0663,19.8449
M000498,2006;2011,0;1,Au,67.6488,142.4737
M000499,1988;1993;1998;2003;2008;2013,0;0;0;0;3;3,Ag,-0.4815,-147.1716
M000500,1970;1975;1980;1985,0;0;1;1,Ag,70.0588,-17.2224
M000501,1984;1989;1994;1999;2004,0;1;1;1;2,U,53.703,147.3229
M000502,2005;2010;2015;2020,0;0;0;0,Ag,35.3513,-8.949
M000503,1981;1986;1991;1996;2001,0;0;3;3;3,Ag,16.7309,25.6532
M000504,2002;2007;2012,0;1;2,U,46.4243,-158.4623
M000505,2007;2012;2017;2022,0;0;0;1,Au,68.9794,123.5964
M000506,1977;1982;1987;1992;1997,0;1;1;2;2,U,23.7626,122.3656
M000507,1974;1979;1984;1989,0;1;3;3,Zn,-71.7199,32.0078
M000508,2009;2014;2019;2024;2029,0;0;0;0;0,Fe,-41.8853,58.1121
M000509,1978;1983;1988;1993;1998,0;0;3;3;3,Ag,-67.527,107.1909
M000510,2008;2013;2018;2023;2028;2033,0;0;0;3;3;3,Zn,1.6279,-127.6163
M000511,1985;1990;1995;2000;2005;2010,0;0;1;1;2;2,Au,59.8262,162.357
M000512,2010;2015;2020;2025,0;0;0;1,Zn,-69.5446,-147.2798
M000513,2002;2007;2012;2017,0;1;2;2,Ag,23.6176,9.0372
M000514,1996;2001;2006;2011;2016;2021,0;0;1;1;1;2,Cu,-26.819,82.3393
M000515,1970;1975;1980;1985,0;0;1;1,U,20.3983,128.9662
M000516,2007;2012;2017;2022;2027,0;0;0;1;2,U,-33.763,44.5308
M000517,1986;1991;1996;2001;2006,0;0;3;3;3,Ag,49.2184,-49.3316
M000518,2011;2016;2021;2026;2031;2036,0;1;2;2;2;2,Zn,-6.6718,147.0311
M000519,1993;1998;2003;2008;2013,0;1;1;1;1,Ag,82.6601,-66.018
M000520,1985;1990,0;3,Cu,41.1594,-91.8228
M000521,1977;1982,0;1,Fe,52.8581,-8.4731
M000522,1982;1987;1992;1997,0;0;1;1,U,70.6535,26.3531
M000523,1986;1991;1996;2001,0;0;0;1,U,-4.4432,54.4574
M000524,1981;1986;1991;1996;2001;2006,0;3;3;3;3;3,Zn,-65.493,-94.7183
M000525,1974;1979;1984;1989,0;0;1;1,U,-62.3621,-163.6922
M000526,1993;1998,0;0,Cu,-77.5018,-110.7576
M000527,1975;1980;1985;1990;1995;2000,0;1;2;2;2;2,Zn,27.0018,117.5858
M000528,1999;2004;2009;2014;2019,0;0;1;1;2,U,9.986,-4.9713
M000529,1996;2001;2006,0;0;3,Zn,-78.7929,-69.4128
M000530,1989;1994;1999;2004;2009;2014,0;0;0;1;1;2,Fe,-53.4906,72.976
M000531,2006;2011;2016;2021;2026,0;0;0;1;3,Cu,-89.596,-115.9903
M000532,1999;2004;2009;2014,0;1;2;2,Au,82.7387,135.4321
M000533,1994;1999;2004;2009,0;0;1;1,Au,18.7631,-68.6244
M000534,1981;1986;1991;1996;2001,0;0;0;0;0,Fe,63.5663,-59.1378
M000535,1993;1998;2003;2008;2013,0;0;0;3;3,Ag,68.5186,-52.043
M000536,2002;2007;2012;2017;2022;2027,0;0;0;0;1;2,Au,-55.7634,64.6563
M000537,1977;1982;1987;1992,0;1;2;2,Ag,87.1426,54.4326
M000538,1990;1995;2000;2005,0;0;0;1,Cu,20.5613,15.2359
M000539,1985;1990,0;0,U,86.1756,6.8899
M000540,2006;2011;2016;2021,0;3;3;3,Cu,24.8035,20.0777
M000541,2008;2013;2018;2023;2028,0;0;1;3;3,Fe,77.656,8.8504
M000542,2005;2010;2015,0;0;1,Fe,86.4206,-133.5891
M000543,1988;1993;1998;2003;2008;2013,0;0;0;1;1;2,Cu,20.0651,72.0649
M000544,1973;1978;1983,0;0;0,U,49.193,67.6465
M000545,2009;2014;2019,0;0;0,Fe,38.9762,74.7871
M000546,1999;2004,0;0,Zn,53.5491,-61.2539
M000547,2003;2008;2013,0;1;2,Cu,-46.7452,-63.805
M000548,1987;1992;1997;2002;2007;2012,0;0;0;0;3;3,U,-12.8548,5.3152
M000549,2000;2005,0;0,Ag,2.6316,-154.3428
M000550,1973;1978;1983;1988;1993;1998,0;3;3;3;3;3,Zn,-17.1582,69.397
M000551,1983;1988;1993;1998;2003;2008,0;1;1;1;1;1,U,-23.188,-96.4362
M000552,1977;1982;1987;1992,0;0;0;1,Zn,-63.4784,98.59
M000553,1988;1993;1998;2003,0;0;0;1,Fe,86.8297,45.4335
M000554,1996;2001;2006,0;0;0,Zn,-43.0072,111.0611
M000555,1992;1997,0;0,Cu,62.7884,-152.8768
M000556,1982;1987;1992,0;0;0,Cu,-49.1991,45.7058
M000557,2010;2015;2020,0;0;3,Cu,-30.5377,-165.1821
M000558,1979;1984;1989;1994;1999,0;3;3;3;3,Au,70.2042,-74.6743
M000559,2003;2008;2013;2018,0;1;1;2,Fe,89.4334,-175.7769
M000560,1991;1996;2001,0;0;0,Zn,44.3756,-134.1539
M000561,1983;1988;1993;1998;2003;2008,0;0;1;1;2;2,Ag,-55.6091,-100.0351
M000562,1980;1985,0;3,Fe,26.017,-51.2784
M000563,2010;2015;2020,0;0;1,Ag,82.7587,-104.1503
M000564,1982;1987,0;0,Fe,74.7757,139.4943
M000565,1979;1984;1989,0;1;1,Au,-13.1425,36.2805
M000566,1976;1981;1986;1991,0;1;1;1,Cu,-11.0211,10.29
M000567,2006;2011;2016;2021;2026;2031,0;1;1;2;2;2,Cu,67.3287,28.1682
M000568,1982;1987;1992;1997,0;0;0;3,Cu,31.278,-137.1529
M000569,1971;1976,0;1,Zn,-58.0674,179.8938
M000570,1987;1992;1997;2002,0;0;0;0,Fe,-35.7707,-48.05
M000571,1987;1992,0;1,Zn,67.2452,-44.9218
M000572,1975;1980;1985;1990;1995,0;3;3;3;3,U,-43.5486,87.6406
M000573,1989;1994;1999;2004;2009;2014,0;0;1;3;3;3,Fe,-21.7348,103.1272
M000574,1981;1986;1991;1996;2001,0;3;3;3;3,Ag,-84.5304,-57.1686
M000575,1970;1975;1980;1985;1990,0;1;1;2;2,Fe,-29.6342,-81.6437
M000576,1995;2000;2005;2010;2015;2020,0;0;0;1;2;2,Ag,-27.283,-175.3672
M000577,2002;2007;2012;2017;2022;2027,0;0;0;3;3;3,U,-62.8435,29.9655
M000578,2003;2008;2013;2018,0;0;0;0,Cu,-46.0865,103.8828
M000579,2008;2013;2018,0;0;0,Au,2.0602,-15.1045
M000580,2005;2010;2015,0;3;3,Cu,-66.2002,-136.533
M000581,1988;1993,0;0,Au,-16.1738,-141.6423
M000582,1992;1997;2002;2007;2012,0;0;0;0;0,Au,-35.0591,111.9648
M000583,2008;2013,0;0,Cu,18.9176,44.5609
M000584,1991;1996;2001;2006,0;0;1;2,Zn,-2.6037,131.6789
M000585,1974;1979;1984,0;0;1,Au,74.9733,-105.3749
M000586,1982;1987;1992,0;0;3,Fe,0.0523,27.8017
M000587,1988;1993;1998,0;0;0,Fe,83.7685,-62.1034
M000588,1974;1979;1984;1989;1994,0;3;3;3;3,Au,-25.1737,-172.2199
M000589,1972;1977;1982;1987,0;1;2;2,Au,38.2252,-102.0479
M000590,1983;1988;1993;1998;2003,0;0;1;1;1,Zn,-26.5595,-152.2877
M000591,1980;1985,0;0,Fe,-83.2668,107.0789
M000592,2008;2013;2018,0;1;1,Fe,-4.4556,-110.9021
M000593,1989;1994,0;0,U,60.7509,98.6685
M000594,1982;1987;1992;1997,0;0;0;1,U,49.0032,-131.9979
M000595,2012;2017;2022,0;0;1,Zn,55.953,26.187
M000596,1991;1996;2001,0;0;0,U,84.7523,13.1444
M000597,1997;2002;2007,0;0;0,Zn,4.5638,138.0643
M000598,2009;2014;2019;2024,0;3;3;3,Zn,57.6752,-13.7672
M000599,1998;2003;2008;2013;2018,0;0;3;3;3,Fe,-20.7996,-75.69
M000600,1987;1992;1997;2002;2007;2012,0;3;3;3;3;3,Fe,27.221,95.3457
M000601,1980;1985;1990;1995,0;0;0;0,Au,7.6839,-19.9696
M000602,1970;1975;1980,0;1;2,U,80.7328,-77.5784
M000603,1998;2003;2008;2013,0;0;1;1,U,-32.8165,-112.6107
M000604,1983;1988;1993,0;0;0,Zn,69.7467,86.2119
M000605,1983;1988,0;1,Au,13.9308,57.7744
M000606,1987;1992,0;0,U,69.7756,21.6268
M000607,2010;2015;2020;2025,0;1;1;1,Zn,-49.7582,-37.2442
M000608,1991;1996;2001,0;0;3,Au,-73.902,114.7399
M000609,1971;1976;1981;1986;1991,0;0;0;0;0,U,61.3394,69.4754
M000610,2005;2010,0;0,Ag,-46.6318,179.674
M000611,2002;2007;2012;2017;2022,0;0;1;2;2,Fe,40.2772,2.1644
M000612,1997;2002;2007;2012,0;0;0;0,Fe,8.0004,-9.3336
M000613,2006;2011;2016;2021;2026;2031,0;0;0;1;1;1,Fe,-16.9259,-151.642
M000614,2009;2014;2019;2024;2029;2034,0;3;3;3;3;3,Cu,-33.8154,32.6731
M000615,2005;2010;2015;2020;2025;2030,0;1;1;1;3;3,Au,-34.0947,-20.3664
M000616,2013;2018;2023;2028,0;0;0;0,Zn,51.2372,66.0057
M000617,1991;1996;2001;2006,0;0;0;0,Cu,50.5127,71.8002
M000618,1996;2001,0;0,Cu,-17.7002,-86.7266
M000619,1974;1979;1984;1989,0;1;1;1,Fe,-20.4302,-0.5673
M000620,2004;2009;2014;2019;2024,0;1;3;3;3,Zn,22.1542,-78.4331
M000621,1986;1991;1996;2001;2006;2011,0;0;0;1;2;2,Ag,-82.0323,164.5196
M000622,2005;2010;2015;2020;2025;2030,0;0;1;1;1;1,Cu,-61.2664,28.4467
M000623,1990;1995,0;1,Au,20.922,-39.9322
M000624,1997;2002;2007;2012;2017;2022,0;0;0;0;1;1,U,37.5797,-67.1434
M000625,1984;1989;1994,0;1;2,Fe,28.3484,-5.5322
M000626,2006;2011;2016;2021,0;3;3;3,Cu,-4.9027,155.99
M000627,1979;1984,0;0,Au,-86.9531,-12.9488
M000628,2007;2012;2017,0;0;0,U,33.1468,-166.0026
M000629,2009;2014;2019;2024;2029;2034,0;0;0;3;3;3,Zn,36.5387,-3.9269
M000630,1985;1990;1995;2000;2005;2010,0;0;0;0;0;0,Cu,-88.9393,138.1713
M000631,2011;2016;2021;2026,0;0;1;1,U,-21.0458,113.6591
M000632,1980;1985;1990;1995;2000,0;0;1;2;2,Cu,64.8552,-70.802
M000633,2003;2008;2013;2018,0;0;0;0,U,22.5503,-110.4056
M000634,1993;1998,0;3,Au,10.1053,-73.4699
M000635,1984;1989;1994,0;0;0,U,0.4238,-23.124
M000636,1976;1981;1986,0;3;3,Ag,-17.5872,16.8544
M000637,2000;2005,0;0,U,-81.8971,164.3353
M000638,1995;2000;2005;2010;2015,0;1;2;2;2,Cu,82.9744,138.8122
M000639,1997;2002;2007;2012,0;1;1;1,Fe,6.7633,61.8423
M000640,1985;1990;1995,0;0;0,Fe,-39.014,-48.2105
M000641,2000;2005,0;1,Au,-3.3953,22.5006
M000642,2008;2013;2018;2023;2028,0;0;0;0;0,Fe,73.0638,-20.4203
M000643,2009;2014;2019;2024,0;1;1;2,Zn,-17.6005,15.0263
M000644,1976;1981;1986;1991,0;0;0;0,Ag,-4.2731,-36.3358
M000645,2001;2006,0;1,Ag,-63.3892,10.3754
M000646,1979;1984;1989,0;0;0,Fe,87.8116,-57.5579
M000647,1972;1977,0;0,Zn,53.1977,91.3013
M000648,1995;2000;2005;2010,0;3;3;3,Au,-50.546,-98.5466
M000649,1980;1985;1990;1995;2000;2005,0;1;1;1;1;2,Ag,-66.6676,168.367
M000650,2012;2017;2022;2027,0;0;3;3,Fe,16.8692,18.4246
M000651,1994;1999;2004;2009;2014;2019,0;0;1;2;2;2,Fe,7.9219,-13.7947
M000652,1986;1991;1996,0;1;1,Ag,-11.9773,-152.8442
M000653,2000;2005;2010;2015;2020,0;0;0;0;0,Fe,-24.2629,-1.5206
M000654,1998;2003;2008,0;0;1,Zn,-42.9038,121.2615
M000655,2013;2018,0;0,Au,-33.6798,-170.3301
M000656,1990;1995;2000;2005;2010,0;1;2;2;2,Zn,58.9208,164.2701
M000657,2011;2016;2021;2026;2031;2036,0;1;1;2;2;2,U,75.0618,-147.1438
M000658,1978;1983;1988;1993,0;0;1;1,U,0.7247,40.9583
M000659,2003;2008;2013;2018;2023,0;0;0;1;2,Ag,33.649,56.1864
M000660,1983;1988;1993;1998;2003,0;0;3;3;3,Cu,0.3899,127.5438
M000661,2004;2009;2014,0;0;0,Au,0.1475,-167.4143
M000662,2013;2018;2023;2028;2033;2038,0;0;0;0;0;3,Fe,51.078,-2.3037
M000663,1987;1992,0;1,Au,31.5852,38.7355
M000664,2009;2014;2019,0;1;1,U,49.7072,-164.7783
M000665,1985;1990;1995;2000;2005,0;0;1;1;1,Cu,58.6001,-176.3023
M000666,2012;2017;2022;2027;2032,0;0;3;3;3,Ag,-45.7829,79.2835
M000667,2005;2010,0;0,Ag,-76.4314,-76.9548
M000668,1984;1989;1994;1999,0;0;0;1,Fe,44.015,-96.7905
M000669,1975;1980;1985,0;0;0,Zn,-18.0403,120.7909
M000670,1983;1988;1993;1998;2003;2008,0;0;0;0;0;1,Fe,-46.0214,-101.5315
M000671,1991;1996,0;1,Zn,27.3036,-84.3581
M000672,1983;1988;1993,0;0;0,Ag,-78.7207,-36.2034
M000673,2007;2012;2017;2022,0;0;1;1,Zn,29.6728,-159.1498
M000674,2005;2010;2015;2020;2025;2030,0;0;0;0;1;1,Ag,-20.6601,-33.2773
M000675,1981;1986;1991;1996,0;0;0;0,Au,16.1461,-132.7665
M000676,1978;1983;1988;1993,0;0;0;1,Ag,16.8226,8.4322
M000677,1997;2002;2007,0;0;0,Au,45.877,175.8667
M000678,1974;1979;1984,0;0;0,Zn,-38.9455,82.4916
M000679,1993;1998;2003;2008,0;0;1;1,Ag,-73.6221,-64.9269
M000680,1992;1997;2002;2007;2012;2017,0;1;1;1;2;2,U,49.2804,-164.3501
M000681,1987;1992;1997,0;0;0,Ag,-24.5861,18.2568
M000682,1986;1991;1996;2001;2006;2011,0;0;0;0;0;1,U,76.1052,-68.9683
M000683,1970;1975;1980,0;1;1,U,-31.732,38.549
M000684,1987;1992;1997;2002,0;0;0;3,Au,38.2947,66.4389
M000685,1984;1989;1994,0;3;3,Fe,-85.1704,-134.4541
M000686,1974;1979;1984,0;0;1,U,47.8028,-147.941
M000687,1999;2004;2009,0;3;3,Ag,12.4734,16.5018
M000688,1999;2004,0;3,Au,-73.8219,172.8532
M000689,1994;1999;2004;2009,0;0;0;3,Cu,-44.334,-35.1109
M000690,2012;2017;2022,0;0;0,Ag,35.2607,-33.7233
M000691,2005;2010,0;1,Cu,0.1503,-134.3851
M000692,2005;2010;2015;2020;2025,0;0;0;0;0,U,-56.1784,100.4266
M000693,1980;1985;1990;1995;2000;2005,0;3;3;3;3;3,Cu,-70.0266,120.9588
M000694,1987;1992;1997;2002,0;0;0;0,U,-82.6218,141.8471
M000695,1977;1982;1987;1992,0;1;1;2,Ag,-34.8673,126.5937
M000696,2012;2017;2022;2027;2032,0;0;1;1;1,Ag,-28.4902,-176.6892
M000697,2011;2016;2021;2026;2031,0;3;3;3;3,Cu,-66.5562,-30.9963
M000698,2000;2005;2010;2015,0;0;1;1,U,28.9548,152.2308
M000699,2001;2006;2011;2016;2021;2026,0;1;3;3;3;3,Au,-41.2247,75.2762
M000700,1980;1985,0;3,Cu,14.9,9.7724
M000701,1991;1996;2001,0;0;0,Cu,85.4526,169.4764
M000702,1988;1993;1998;2003;2008,0;0;3;3;3,Fe,-58.761,-117.9666
M000703,1991;1996;2001;2006;2011;2016,0;0;0;0;0;0,Fe,-60.7395,36.7988
M000704,2001;2006,0;0,Cu,-52.7002,132.4872
M000705,1994;1999;2004;2009;2014;2019,0;0;0;1;2;2,Cu,58.8416,73.708
M000706,1973;1978;1983,0;0;0,Zn,12.5365,54.5805
M000707,2006;2011;2016;2021;2026;2031,0;0;1;1;1;1,U,7.115,-137.5447
M000708,2002;2007;2012;2017;2022;2027,0;0;0;0;0;0,Ag,67.752,-81.5251
M000709,1978;1983,0;1,Fe,45.5672,121.7089
M000710,1980;1985;1990;1995;2000,0;0;0;0;0,U,-32.6414,49.2903
M000711,1996;2001;2006;2011;2016,0;1;1;2;2,Cu,-35.9252,-157.0342
M000712,1972;1977;1982;1987,0;0;0;0,Ag,31.5404,159.2035
M000713,1977;1982;1987;1992;1997;2002,0;0;0;0;0;0,Ag,-81.0411,-156.2799
M000714,1986;1991;1996;2001;2006,0;1;1;3;3,Fe,37.8437,-52.5917
M000715,1985;1990,0;1,U,58.2495,-176.9398
M000716,1999;2004;2009;2014;2019;2024,0;3;3;3;3;3,Fe,-12.0018,-179.8823
M000717,1978;1983;1988;1993,0;3;3;3,Fe,-17.0618,38.9093
M000718,1991;1996;2001,0;1;1,Cu,-4.3529,-65.3662
M000719,2009;2014,0;1,Fe,-88.8275,133.4318
M000720,1999;2004;2009,0;0;0,Cu,66.0845,5.0119
M000721,1988;1993;1998;2003;2008,0;1;1;1;2,U,82.433,-107.1061
M000722,1983;1988;1993,0;0;3,Au,55.7215,-35.8706
M000723,1984;1989;1994;1999;2004;2009,0;1;1;2;2;2,Fe,58.639,-18.4302
M000724,1975;1980;1985;1990;1995;2000,0;1;1;2;2;2,Au,74.5218,-45.0063
M000725,1995;2000;2005;2010;2015,0;1;2;2;2,Au,-78.2918,-13.5589
M000726,2000;2005;2010;2015;2020,0;0;1;1;1,Fe,-88.8026,-145.9341
M000727,2005;2010;2015;2020;2025;2030,0;0;0;0;1;2,Cu,-26.0795,-21.6201
M000728,1979;1984;1989;1994;1999;2004,0;1;2;2;2;2,Zn,56.7849,-24.6724
